age,workclass,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,incomeUSD
52,8,13,8,12,1,5,2,40,41553
48,5,11,5,9,2,5,1,40,32264
43,5,10,5,11,5,5,1,38,31245
22,5,9,5,9,4,5,2,40,33457
57,5,3,5,15,5,5,2,40,31375
37,5,12,5,2,2,5,1,40,37833
39,5,10,5,13,5,2,1,38,36511
54,5,10,5,13,1,5,2,40,145246
27,5,12,5,9,2,5,2,40,23566
21,5,9,5,2,2,5,1,35,22338
65,5,10,5,2,2,5,1,38,49575
30,5,10,5,9,6,5,1,40,33567
22,5,5,5,8,2,5,1,40,45447
26,5,13,5,13,1,5,2,50,39187
25,5,7,5,4,4,5,2,40,46069
35,1,11,1,1,6,5,1,40,129993
47,5,11,5,5,1,5,2,50,127758
23,5,12,5,9,4,5,2,60,31265
42,5,9,5,13,1,3,2,40,87965
39,7,10,7,4,2,2,2,30,42373
55,5,16,5,5,1,5,2,60,98240
24,8,14,8,11,2,2,1,10,42841
46,6,13,6,8,1,5,2,40,148288
53,5,9,5,4,1,5,2,40,70592
44,5,7,5,9,5,3,1,60,28857
40,5,9,5,15,5,3,1,40,49891
48,5,10,5,4,1,5,2,40,195174
26,5,11,5,2,5,5,1,35,42836
22,5,9,5,13,4,5,1,40,41331
35,1,9,1,1,6,5,1,12,25329
20,1,10,1,1,5,5,1,20,33133
43,5,9,5,5,2,5,1,40,28952
37,3,9,3,9,6,5,1,25,47468
30,5,9,5,4,1,2,2,40,49927
41,5,9,5,13,1,1,2,50,26994
38,5,15,5,11,1,5,2,60,141180
77,1,5,1,1,1,3,2,40,27584
42,7,9,7,6,1,5,2,50,44872
20,5,9,5,15,4,3,2,40,28232
36,5,13,5,2,2,5,1,40,28101
32,2,11,2,11,3,2,2,40,26733
27,5,13,5,5,1,5,2,40,188116
25,8,10,8,12,3,5,2,45,47615
40,5,14,5,5,2,5,2,40,20214
18,1,7,1,1,4,5,2,25,41122
49,5,13,5,5,1,5,2,45,153951
17,5,7,5,9,4,5,1,16,31112
29,5,9,5,13,5,5,1,40,37274
47,5,15,5,11,1,2,2,55,145718
24,7,10,7,7,4,5,2,45,33103
58,1,4,1,1,1,5,2,24,38075
29,5,9,5,4,2,5,2,40,23350
45,5,10,5,2,6,5,1,24,66918
30,5,8,5,4,1,5,2,50,33225
19,5,10,5,2,4,5,2,20,27754
59,5,6,5,15,1,5,2,40,121846
47,5,4,5,9,5,5,1,30,41544
41,5,10,5,14,1,3,2,40,31698
28,5,12,5,11,4,5,2,40,44088
46,5,12,5,4,1,5,2,40,178670
40,7,10,7,4,1,5,2,60,26597
66,8,6,8,9,2,3,1,40,21163
30,3,13,3,11,2,3,2,45,134540
44,7,10,7,4,4,5,2,12,28051
58,7,9,7,5,1,5,2,60,186065
21,5,4,5,9,3,5,2,48,32401
59,5,5,5,9,5,3,1,40,45626
35,3,10,3,9,1,5,2,40,38080
45,5,5,5,2,1,3,2,40,74228
30,5,9,5,15,1,5,2,40,32725
33,5,9,5,7,2,3,2,40,40934
26,5,10,5,13,2,5,1,15,28009
48,5,10,5,13,5,3,1,35,45734
31,5,9,5,13,4,2,1,40,49462
36,5,9,5,5,1,5,2,45,29536
48,5,9,5,11,5,5,1,38,24187
30,5,9,5,4,1,5,2,40,25635
33,5,9,5,7,1,5,2,50,108966
19,1,5,1,1,2,5,1,25,33009
37,3,12,3,11,6,3,1,40,122311
53,5,13,5,5,1,5,2,45,190983
18,5,10,5,9,4,5,1,40,39999
38,5,10,5,15,1,5,2,50,67103
34,5,10,5,9,2,5,2,50,46895
45,5,13,5,13,1,5,2,52,68712
33,3,11,3,11,1,5,2,60,25801
35,5,11,5,4,6,5,1,44,43810
22,5,9,5,7,4,3,2,40,21105
35,5,9,5,9,5,5,1,30,22108
45,5,9,5,11,1,1,2,8,37322
17,5,7,5,6,4,5,2,45,20500
50,5,9,5,5,1,5,2,45,32926
38,3,13,3,11,1,5,2,50,98677
33,5,10,5,4,1,5,2,50,184108
46,5,9,5,13,1,5,2,35,37422
25,5,13,5,13,2,5,1,50,22846
64,5,9,5,4,1,5,2,40,27544
62,7,10,7,5,1,5,2,10,37968
32,5,9,5,14,1,5,2,60,78432
17,5,7,5,13,4,5,2,20,47774
61,5,9,5,4,1,5,2,55,34369
40,8,16,8,11,2,3,1,40,32976
21,5,9,5,5,3,5,1,40,42773
39,5,13,5,5,1,5,2,50,120908
35,7,10,7,5,1,5,2,45,48246
29,5,11,5,11,1,5,2,40,43734
27,2,12,2,15,2,3,2,40,40407
20,5,12,5,2,2,5,1,40,25820
34,1,10,1,1,6,5,1,20,111829
51,3,14,3,11,4,5,2,40,44842
45,5,9,5,8,5,3,1,15,32703
20,1,10,1,1,4,5,1,40,44497
31,5,10,5,4,1,5,2,40,35021
29,5,9,5,14,4,3,2,40,28756
56,5,13,5,2,1,5,2,30,20612
55,7,10,7,14,2,5,1,12,151868
26,5,10,5,14,4,5,2,20,34480
46,5,10,5,4,1,5,2,45,115100
32,3,9,3,9,1,5,2,40,49208
28,5,9,5,13,1,5,2,40,37583
27,5,4,5,9,3,5,2,35,35749
23,5,5,5,4,2,5,2,40,23407
59,5,6,5,4,1,5,2,40,37799
26,5,8,5,4,3,4,2,48,48144
36,5,6,5,7,2,5,2,40,32566
18,5,9,5,13,4,5,1,15,49508
33,5,5,5,7,2,5,2,70,40970
60,7,11,7,15,6,5,1,15,198467
40,5,9,5,8,5,5,1,48,30748
48,5,9,5,6,1,5,2,43,27854
27,7,6,7,4,1,5,2,48,46523
19,5,10,5,9,4,5,2,20,43729
38,5,13,5,11,1,5,2,50,178059
26,5,10,5,4,2,5,2,43,47037
45,2,11,2,12,1,5,2,40,37781
20,5,10,5,2,4,5,1,20,34148
32,2,9,2,4,5,5,2,40,40658
22,5,10,5,7,4,5,1,13,33210
22,5,9,5,2,2,5,2,40,35208
38,8,9,8,9,5,3,1,38,38074
34,5,9,5,4,1,5,2,50,71389
46,5,2,5,9,5,4,1,30,31152
39,5,13,5,5,2,5,1,25,46963
79,7,9,7,9,2,5,1,24,46146
60,1,13,1,1,1,5,2,8,61503
24,5,9,5,13,4,5,2,40,31936
31,5,10,5,4,1,5,2,65,41050
37,7,13,7,13,1,2,2,77,24878
23,5,9,5,4,3,5,2,40,47998
31,5,10,5,15,1,5,2,45,35886
29,5,13,5,11,1,5,2,40,136308
22,8,13,8,11,4,5,1,43,38102
69,1,10,1,1,2,5,1,20,28546
55,3,9,3,9,5,5,1,38,46682
43,5,9,5,4,3,5,2,40,38296
23,5,4,5,6,5,4,2,36,28402
29,5,9,5,2,5,5,2,35,20913
22,5,11,5,9,3,5,1,40,40007
22,5,10,5,13,2,5,2,42,20276
25,5,9,5,5,1,5,2,84,173159
29,5,10,5,8,4,5,2,45,29322
25,8,10,8,15,2,3,2,40,21109
33,2,9,2,5,2,5,1,40,38644
33,5,13,5,11,2,5,2,40,185027
31,5,16,5,11,2,5,1,28,32196
30,3,14,3,11,1,5,2,45,100562
55,5,13,5,13,1,5,2,40,25236
36,5,8,5,5,2,5,2,50,21811
47,1,9,1,1,5,5,1,40,40057
28,5,13,5,13,2,5,2,40,194030
42,5,14,5,11,1,5,2,40,87196
51,5,12,5,5,5,5,2,55,35528
62,3,13,3,11,2,3,1,40,47106
65,6,10,6,13,1,5,2,35,79207
23,5,13,5,11,1,5,2,40,28509
60,1,9,1,1,1,5,2,32,41094
47,5,4,5,4,1,3,2,60,169096
50,6,9,6,5,5,5,1,40,43500
70,1,13,1,1,1,5,2,6,33153
32,7,13,7,4,1,5,2,40,45347
37,2,10,2,8,1,5,2,40,42350
31,5,9,5,4,5,5,2,40,133962
76,5,6,5,13,5,3,1,12,47359
54,5,13,5,13,2,3,1,60,27238
32,2,13,2,11,1,5,2,40,193323
31,5,10,5,2,2,5,1,52,46594
31,2,13,2,12,2,5,2,50,80514
65,7,15,7,11,2,5,2,40,32761
30,5,9,5,8,1,5,2,60,155310
63,1,9,1,1,1,5,2,40,20040
21,5,10,5,11,4,5,1,10,29157
40,2,14,2,14,1,2,2,40,164622
26,8,10,8,4,2,5,1,40,41399
18,5,7,5,9,4,5,1,8,34911
34,3,9,3,9,1,5,2,50,28046
66,3,10,3,9,3,5,1,40,64955
44,7,10,7,6,4,5,2,60,22283
30,5,12,5,14,2,5,1,40,38827
36,7,13,7,4,4,5,2,40,21171
31,5,10,5,11,1,5,2,50,111464
22,5,10,5,13,2,5,2,20,41455
28,1,4,1,1,4,5,2,84,45157
23,5,9,5,13,4,2,2,40,30026
49,5,14,5,5,1,5,2,50,113689
39,7,13,7,4,4,5,2,35,34813
67,1,13,1,1,1,5,2,60,153462
19,5,10,5,7,4,5,2,16,49314
30,5,12,5,5,1,5,2,50,55309
25,5,10,5,4,3,2,1,40,20011
24,5,9,5,15,4,2,2,30,21910
46,5,9,5,8,1,5,2,40,49259
37,5,14,5,11,1,5,2,45,49699
41,2,9,2,9,1,5,2,40,38559
40,7,10,7,11,1,5,2,20,46960
44,5,9,5,2,5,5,1,40,49494
32,5,9,5,8,1,5,2,40,41813
58,5,9,5,7,1,3,2,20,61936
48,5,9,5,8,1,5,2,48,32633
34,5,13,5,5,1,5,2,40,21517
29,5,11,5,2,4,3,1,40,30997
46,6,13,6,13,1,5,2,50,84526
36,3,9,3,15,2,2,2,40,42523
59,3,13,3,2,2,5,2,38,26348
29,5,8,5,15,1,5,2,40,46675
50,1,14,1,1,2,5,2,40,20956
25,5,9,5,8,1,5,2,40,24203
27,5,12,5,9,2,2,1,35,21755
48,5,9,5,6,1,5,2,70,33702
51,2,16,2,11,2,5,1,70,150628
36,5,9,5,15,2,5,2,45,182435
42,3,7,3,13,5,5,2,50,56764
49,8,13,8,2,1,5,2,40,114575
33,5,10,5,14,4,5,2,20,48524
40,5,13,5,13,2,5,2,60,87116
26,5,13,5,11,2,5,1,40,44532
69,1,9,1,1,2,5,1,40,55148
59,5,9,5,8,1,5,2,30,24403
30,5,9,5,2,4,5,1,40,31641
31,3,12,3,2,6,5,1,35,29322
30,5,13,5,5,1,5,2,50,154130
27,5,13,5,5,2,5,1,40,40257
20,1,10,1,1,4,5,1,16,28893
56,5,12,5,2,5,5,1,40,22419
24,5,9,5,8,1,5,2,40,46918
47,5,13,5,13,5,5,1,50,33057
51,5,13,5,11,2,3,2,35,36073
34,5,9,5,4,1,5,2,45,27603
47,5,9,5,9,5,3,2,9,39417
47,5,10,5,2,1,5,2,44,174003
20,5,10,5,2,5,2,1,40,48905
34,6,9,6,4,1,5,2,54,153366
31,5,7,5,9,2,5,1,40,22816
42,5,11,5,9,5,5,1,32,22183
52,5,3,5,4,3,5,2,40,29079
56,5,9,5,2,2,5,1,40,32129
53,5,9,5,4,1,5,2,40,52585
26,5,10,5,13,1,5,2,50,151787
81,5,10,5,2,2,5,1,20,24515
28,1,6,1,1,5,3,1,40,38586
57,2,10,2,11,2,5,2,48,157976
34,5,9,5,2,2,5,1,40,32380
31,1,6,1,1,1,5,2,40,31033
24,5,11,5,14,5,3,1,40,20648
20,5,9,5,9,5,5,2,40,47300
68,2,10,2,2,3,3,1,40,49707
60,5,9,5,13,2,5,1,32,49310
37,2,10,2,4,1,5,2,40,28069
25,5,4,5,7,5,5,2,40,28346
36,2,9,2,2,1,5,2,40,21872
45,5,12,5,4,1,5,2,40,43255
34,5,10,5,5,1,5,2,60,94128
31,5,13,5,5,2,5,1,70,26373
47,7,13,7,6,1,5,2,60,40938
60,7,9,7,4,1,5,2,42,76092
75,5,13,5,5,1,5,2,24,29462
43,3,10,3,12,1,5,2,40,42478
18,5,9,5,7,4,5,2,40,45511
25,5,13,5,14,2,2,1,40,35535
20,5,9,5,2,4,5,1,40,33474
32,5,9,5,13,2,5,1,50,48967
57,6,13,6,5,1,5,2,20,27176
43,5,10,5,15,1,5,2,60,97162
18,7,9,7,6,3,5,2,40,37167
41,3,13,3,11,5,3,1,40,35965
48,5,9,5,8,3,5,2,40,37758
35,5,9,5,15,1,5,2,90,52410
41,8,11,8,5,1,5,2,40,31842
23,5,9,5,4,4,3,1,20,38571
32,8,13,8,12,1,5,2,45,115418
33,5,9,5,4,4,5,2,40,28302
58,5,9,5,8,1,5,2,40,46267
22,5,10,5,13,3,5,2,65,26623
33,5,10,5,9,2,5,1,50,31620
42,7,15,7,11,1,5,2,38,84738
25,5,9,5,2,4,5,1,40,29826
39,5,9,5,11,1,5,2,50,154124
35,5,13,5,13,1,5,2,45,84439
50,5,10,5,2,6,5,1,38,169646
49,3,14,3,5,1,5,2,50,133528
25,3,13,3,11,4,5,2,40,43519
47,2,10,2,2,5,3,1,40,23429
46,5,10,5,5,6,5,1,40,169744
42,8,12,8,11,2,3,2,40,44770
37,5,7,5,15,2,5,2,60,181904
25,5,13,5,4,2,5,2,40,38707
29,5,6,5,4,1,5,2,40,49446
26,5,10,5,13,2,5,2,45,24848
26,1,10,1,1,5,5,1,40,46316
45,6,13,6,5,1,5,2,40,134919
34,5,9,5,5,5,5,1,30,47020
33,2,12,2,2,5,3,1,40,27924
43,5,13,5,5,1,5,2,40,153807
28,5,9,5,4,1,5,2,45,49816
51,7,10,7,6,1,5,2,75,27614
21,5,10,5,9,2,5,1,35,33730
23,5,12,5,9,4,5,1,35,43067
30,5,9,5,14,2,5,1,40,25146
46,5,14,5,5,1,5,2,45,157812
38,6,9,6,6,2,5,2,50,27529
20,5,9,5,13,2,5,2,40,20747
36,5,13,5,11,1,5,2,50,79053
37,7,15,7,11,1,5,2,50,138051
44,3,14,3,11,2,5,2,42,21585
33,5,9,5,4,1,5,2,40,190036
45,3,13,3,5,2,5,2,40,37777
47,5,10,5,4,1,5,2,40,20578
54,5,9,5,4,1,2,2,40,67976
17,5,6,5,9,4,5,2,30,31562
43,5,9,5,5,6,5,1,36,172784
45,5,13,5,11,2,5,1,50,72964
37,5,10,5,2,2,5,1,40,35811
44,3,11,3,4,1,5,2,40,138297
55,3,14,3,11,5,5,1,50,34343
41,5,9,5,8,1,5,2,48,25954
23,5,13,5,2,4,5,1,40,42544
38,5,10,5,2,4,3,1,40,46786
23,5,13,5,7,3,5,1,40,20442
35,5,9,5,4,1,5,2,40,167539
18,5,7,5,5,4,5,2,20,27680
47,5,11,5,9,1,5,2,40,39004
25,5,10,5,11,2,5,1,8,28118
41,7,9,7,5,1,5,2,50,33099
23,5,10,5,2,3,2,1,24,37156
41,5,9,5,2,6,5,1,40,44049
26,5,10,5,5,1,5,2,50,29248
30,3,10,3,2,2,5,2,40,25950
42,5,10,5,13,1,5,2,40,178046
35,5,9,5,5,5,5,1,40,44438
28,1,13,1,1,2,5,2,18,21108
29,5,10,5,14,5,5,1,40,40394
21,5,10,5,2,4,5,1,15,38295
48,8,14,8,11,2,5,2,40,170994
44,7,9,7,15,5,5,2,60,24205
34,3,5,3,9,4,5,2,40,42694
19,5,9,5,9,4,5,1,25,47541
32,5,10,5,4,4,5,2,40,116061
31,8,12,8,9,5,3,1,40,42223
25,5,9,5,7,1,5,2,40,28447
47,2,9,2,2,1,3,2,40,145103
46,2,7,2,2,2,5,1,40,20447
18,5,8,5,2,4,5,2,40,42556
31,5,10,5,2,6,5,1,20,48139
28,8,9,8,2,4,5,1,40,26032
38,5,9,5,8,1,5,2,48,130977
33,6,9,6,4,1,5,2,40,194691
17,1,6,1,1,4,5,1,15,33719
41,5,11,5,5,1,5,2,40,71800
46,5,10,5,13,1,5,2,40,99361
38,3,10,3,11,1,5,2,44,29967
24,5,13,5,13,2,5,2,60,26642
49,5,9,5,8,1,5,2,40,146579
60,2,10,2,11,2,1,1,40,46434
44,5,13,5,13,1,5,2,60,54733
63,6,11,6,5,1,5,2,40,135375
40,5,9,5,13,1,5,2,60,169812
45,6,10,6,5,1,5,2,50,146769
49,5,10,5,2,1,5,2,50,84725
36,5,9,5,13,2,5,1,40,45389
65,3,9,3,9,1,5,2,8,31024
41,5,13,5,5,5,5,2,20,48538
25,5,14,5,9,4,5,1,40,39148
20,1,10,1,1,4,5,1,35,35250
60,5,11,5,2,2,5,2,40,43909
17,3,7,3,11,4,5,1,20,31439
28,5,12,5,5,6,5,1,16,97182
31,5,12,5,4,4,4,2,50,46630
47,5,14,5,11,2,5,1,35,49638
45,7,10,7,15,1,5,2,45,30394
51,5,13,5,11,2,5,2,40,36271
23,5,9,5,8,4,3,2,40,46976
44,7,14,7,5,6,5,1,60,102809
34,5,9,5,5,3,5,2,50,46472
19,5,10,5,11,4,5,2,10,43570
51,1,9,1,1,1,5,2,40,92254
46,8,9,8,15,1,5,2,40,34928
30,5,16,5,11,1,2,2,40,164583
37,5,6,5,6,1,5,2,35,30309
56,5,15,5,11,1,5,2,45,163741
29,5,9,5,2,1,5,2,45,30622
46,7,14,7,4,1,5,2,50,125757
55,5,9,5,4,1,5,2,40,39349
45,5,13,5,13,2,5,2,48,70853
34,5,9,5,7,2,5,2,40,27949
45,1,5,1,1,4,3,2,40,25455
41,5,13,5,2,2,5,2,40,21969
22,1,10,1,1,4,5,2,20,31241
34,5,15,5,11,1,5,2,50,193300
27,5,9,5,4,4,3,2,40,48223
29,5,10,5,7,5,3,2,37,29111
19,2,8,2,9,4,5,1,30,33861
47,3,13,3,11,1,5,2,40,24438
43,6,10,6,5,1,5,2,50,139988
52,5,11,5,5,5,3,1,60,27027
33,7,12,7,13,2,5,2,60,27288
29,5,5,5,15,1,5,2,40,42605
23,5,9,5,7,1,5,2,40,32189
23,5,10,5,5,2,5,2,40,21321
39,5,13,5,5,1,5,2,60,39446
43,5,3,5,8,5,5,1,40,47243
31,5,9,5,4,1,5,2,40,61234
47,6,9,6,4,1,5,2,40,170349
26,5,9,5,2,2,5,2,60,22431
58,3,10,3,11,2,5,1,55,28860
47,6,15,6,11,2,5,2,50,129133
55,5,13,5,14,3,5,1,38,48924
26,5,9,5,5,6,5,1,40,47580
28,5,9,5,8,5,5,1,40,39942
36,5,9,5,4,1,3,2,40,21931
40,5,9,5,13,1,5,2,50,26683
19,5,7,5,9,2,5,2,40,40398
63,7,13,7,13,1,5,2,40,107655
42,5,13,5,15,1,5,2,40,25912
76,5,5,5,12,1,5,2,13,26323
23,8,11,8,14,2,5,1,40,48540
38,7,3,7,15,2,5,2,40,30808
33,8,14,8,11,2,2,2,30,47437
48,3,14,3,11,1,5,2,40,192061
56,5,10,5,15,2,5,2,40,115090
32,5,9,5,8,1,3,2,40,31976
44,3,10,3,11,5,5,1,25,47423
27,5,9,5,2,4,3,1,40,22986
33,2,10,2,5,2,5,2,50,30405
22,5,3,5,7,2,5,2,40,20359
18,1,10,1,1,4,5,1,20,38982
44,5,9,5,4,1,5,2,40,23131
42,5,9,5,15,1,1,2,60,20999
34,5,10,5,2,2,5,1,40,35074
45,2,9,2,2,1,5,2,40,45375
57,6,9,6,13,1,5,2,40,29255
59,3,13,3,11,1,5,2,40,186090
33,2,10,2,5,6,3,1,40,129492
52,5,9,5,6,1,4,2,49,31488
17,5,8,5,13,4,5,1,15,26721
29,5,9,5,9,4,5,2,30,37458
63,7,13,7,13,1,5,2,30,66215
20,5,10,5,7,2,5,2,24,48943
42,6,15,6,11,1,5,2,50,81243
50,7,9,7,6,1,5,2,50,28218
55,5,9,5,10,6,5,1,30,31507
27,5,12,5,2,6,3,1,25,22663
28,5,13,5,5,1,5,2,45,34222
55,5,11,5,8,1,5,2,45,33134
44,2,10,2,4,1,5,2,40,29333
53,8,10,8,12,2,5,1,40,25367
23,5,9,5,4,1,5,2,40,49016
25,5,9,5,2,2,5,1,40,43433
44,8,13,8,11,2,5,1,40,42742
55,5,14,5,5,1,5,2,40,106726
48,7,10,7,11,1,5,2,35,157835
46,5,9,5,4,1,5,2,40,49775
26,5,10,5,15,2,5,2,40,24872
30,5,4,5,6,2,5,2,45,45642
32,5,14,5,11,1,5,2,40,193161
52,5,9,5,5,1,5,2,48,28140
52,5,9,5,13,1,5,2,50,123625
39,5,9,5,13,2,5,1,47,34001
57,3,13,3,11,1,5,2,40,153252
21,5,9,5,4,4,5,2,40,21283
22,8,10,8,9,4,5,2,10,45550
26,5,10,5,8,1,5,2,40,44931
26,8,10,8,9,1,5,2,40,23616
44,5,11,5,5,1,3,2,40,59828
42,5,10,5,2,2,5,1,30,48973
40,5,10,5,15,1,5,2,43,33650
22,5,7,5,4,4,5,2,45,49794
62,5,9,5,4,1,5,2,45,129799
44,5,10,5,4,1,5,2,40,37521
18,1,10,1,1,4,5,1,40,49496
33,7,2,7,4,2,5,2,40,30988
45,5,9,5,5,1,5,2,50,37122
18,5,7,5,7,4,5,2,40,24081
32,3,10,3,4,2,5,2,40,37227
33,5,16,5,11,2,5,1,60,199107
20,5,10,5,11,4,5,2,15,39457
68,7,9,7,6,1,5,2,20,20747
61,5,4,5,13,1,5,2,50,101943
48,5,16,5,11,1,5,2,40,125713
45,5,9,5,13,1,5,2,40,33139
36,7,9,7,13,6,5,1,40,100128
32,2,9,2,9,4,3,1,32,36472
35,5,13,5,9,2,5,1,40,42040
39,5,9,5,4,1,5,2,40,42760
53,5,4,5,8,1,5,2,40,43066
30,5,10,5,13,5,3,1,16,41545
37,5,9,5,15,3,2,2,40,43029
40,5,13,5,12,2,5,2,45,21852
25,5,10,5,2,2,3,1,40,36505
41,5,9,5,13,2,3,1,60,27310
52,7,9,7,6,1,5,2,98,178628
33,5,9,5,4,1,5,2,40,37098
28,5,9,5,4,4,5,2,40,48153
25,7,9,7,4,1,5,2,40,80039
53,5,10,5,13,1,5,2,55,30722
44,5,2,5,9,4,5,2,10,28602
35,5,9,5,5,5,5,1,40,40124
38,5,10,5,4,4,5,2,58,35930
34,5,9,5,8,1,5,2,40,28401
33,5,9,5,8,2,5,1,40,49048
24,8,10,8,2,6,5,1,45,47088
65,3,9,3,9,5,3,1,25,27363
29,5,12,5,13,1,5,2,60,36224
39,6,15,6,11,1,5,2,65,189724
46,3,10,3,12,1,5,2,40,105799
37,5,4,5,6,1,5,2,60,21577
47,8,14,8,5,1,5,2,47,132964
62,5,10,5,9,1,5,2,40,34679
54,7,9,7,13,1,5,2,60,48450
90,5,10,5,9,2,2,2,35,24933
33,5,12,5,4,2,5,2,20,30481
57,5,10,5,5,1,5,2,45,46716
25,5,12,5,4,4,5,2,40,29631
44,6,10,6,13,1,5,2,50,155448
52,5,13,5,9,2,5,2,50,20701
21,5,10,5,8,4,5,2,40,34924
31,5,9,5,9,5,3,2,18,40422
39,5,14,5,15,1,5,2,40,22190
59,2,9,2,8,5,5,1,40,30855
29,7,9,7,5,1,5,2,55,40465
49,5,4,5,11,3,3,2,45,36323
34,5,5,5,4,1,5,2,40,28841
22,5,13,5,13,2,5,2,40,23286
32,5,13,5,13,1,4,2,40,48454
39,8,9,8,9,5,3,1,40,20650
46,5,14,5,11,1,5,2,60,38979
50,5,9,5,4,1,5,2,40,192660
34,5,9,5,9,2,5,2,40,34938
28,3,14,3,11,6,5,1,55,23977
18,5,8,5,13,4,5,1,24,45467
20,5,9,5,13,2,5,2,30,20134
20,5,9,5,8,3,5,1,40,36606
55,8,11,8,5,2,1,1,38,47887
22,5,10,5,13,4,3,1,40,30142
60,7,14,7,5,1,5,2,40,44959
40,5,6,5,4,2,5,2,50,47383
47,8,10,8,2,6,5,1,30,49185
23,5,13,5,5,2,5,1,35,34750
57,3,9,3,15,2,5,1,40,23530
52,5,7,5,9,1,5,2,40,45330
42,5,4,5,4,5,5,2,40,31613
25,5,12,5,7,4,5,2,20,38613
49,6,9,6,2,6,5,1,40,99863
41,2,10,2,12,4,5,2,40,41137
40,8,11,8,9,1,3,2,30,25408
38,5,13,5,5,1,5,2,55,186092
58,5,9,5,15,4,5,2,40,48157
26,5,13,5,9,2,3,1,35,42862
57,5,6,5,2,3,5,1,70,43222
28,5,9,5,13,1,5,2,60,29832
42,5,9,5,13,5,5,1,40,26481
28,5,10,5,5,2,5,2,55,46646
17,1,5,1,1,4,3,2,40,39962
39,7,5,7,4,1,5,2,40,31549
28,5,9,5,8,1,3,2,40,22233
42,5,9,5,8,1,5,2,48,139824
51,7,10,7,13,5,5,1,50,41280
27,5,10,5,2,2,5,1,39,31835
41,5,9,5,2,5,5,1,43,44782
28,5,13,5,4,1,5,2,40,48510
54,7,10,7,6,5,5,1,30,52867
73,1,9,1,1,2,5,1,8,41473
49,5,9,5,2,6,5,1,30,25534
47,5,14,5,5,1,5,2,40,175391
27,5,10,5,4,1,5,2,49,35260
42,3,13,3,11,6,5,1,45,167115
32,5,9,5,2,6,3,1,40,29277
32,3,9,3,9,1,5,2,41,30141
27,5,14,5,13,4,5,2,40,29050
29,5,9,5,4,1,5,2,40,97852
22,5,11,5,11,2,5,2,30,42216
41,2,9,2,2,1,5,2,40,184064
49,3,10,3,7,1,5,2,40,88422
58,7,9,7,6,1,5,2,50,45570
41,7,9,7,6,1,5,2,40,112870
26,5,5,5,4,1,5,2,35,41221
21,5,9,5,13,2,5,2,55,36518
32,1,9,1,1,6,5,1,2,199608
37,5,13,5,5,1,5,2,50,84951
23,5,13,5,13,4,5,2,20,36782
42,7,10,7,5,1,5,2,40,52687
25,5,9,5,13,4,5,2,26,175284
67,5,10,5,2,2,5,1,40,22477
41,3,9,3,15,2,3,1,38,42009
49,3,14,3,11,6,5,1,50,51568
36,5,13,5,11,5,5,1,45,28953
18,5,7,5,4,4,5,2,35,23104
25,5,3,5,7,4,5,2,40,38831
43,8,15,8,11,2,5,2,50,48607
38,5,16,5,5,6,5,1,36,64267
21,5,10,5,13,4,5,2,20,47943
65,7,13,7,13,1,5,2,15,30879
66,5,11,5,11,2,5,1,35,40094
33,5,7,5,15,2,3,2,60,41351
51,5,9,5,2,6,3,1,38,44440
27,6,9,6,4,1,5,2,40,44501
17,5,8,5,9,4,5,1,16,34796
32,5,13,5,5,1,5,2,45,173469
61,1,9,1,1,2,5,1,36,40444
38,5,9,5,8,1,5,2,40,79785
43,3,10,3,2,5,5,1,40,21987
40,8,16,8,11,1,2,2,40,103290
63,5,13,5,13,1,5,2,35,40191
76,1,10,1,1,1,5,2,20,89738
42,5,12,5,2,5,5,1,40,48737
43,2,13,2,5,2,5,2,40,167198
76,7,14,7,11,1,5,2,30,118412
41,3,15,3,11,1,5,2,45,107659
17,5,6,5,11,4,5,2,20,26626
30,7,9,7,4,2,5,2,40,25433
30,5,13,5,11,2,5,2,50,28032
22,5,10,5,9,2,5,2,25,29280
53,1,13,1,1,3,4,1,20,45522
28,5,9,5,9,5,3,1,52,21369
25,1,11,1,1,4,5,1,40,38726
24,5,10,5,13,3,3,1,40,42606
47,5,6,5,8,1,5,2,40,90212
34,7,11,7,6,2,5,2,50,28878
26,5,10,5,13,3,5,1,20,48536
63,1,13,1,1,2,1,1,56,28776
25,5,11,5,5,1,5,2,75,45624
28,5,13,5,13,2,5,2,45,47537
36,5,9,5,4,2,5,1,40,49733
24,5,13,5,5,2,5,2,40,47469
51,6,13,6,5,6,2,1,35,32566
44,5,13,5,11,1,5,2,50,75391
18,5,8,5,2,4,5,2,12,32253
54,2,10,2,11,1,5,2,40,50645
61,5,10,5,2,2,5,1,40,39746
51,5,13,5,5,1,5,2,45,120959
43,5,4,5,8,1,5,2,40,30971
51,5,9,5,4,1,5,2,40,33237
50,3,9,3,5,6,3,1,40,51805
27,1,9,1,1,2,5,1,25,49229
24,5,10,5,7,1,5,2,30,25648
20,8,10,8,9,1,5,2,20,39124
52,5,13,5,5,2,5,2,40,118433
57,3,4,3,9,2,5,2,40,29515
49,6,10,6,13,1,5,2,60,41775
42,6,13,6,2,6,5,1,35,25702
22,5,7,5,13,2,5,1,40,36098
38,5,10,5,14,1,5,2,40,86432
21,5,10,5,13,4,5,1,20,25639
39,2,13,2,12,1,5,2,60,199913
52,7,10,7,11,4,5,1,35,29147
25,5,12,5,14,4,5,1,40,27960
